id	title	imdbID	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	movie	distributor	genre	gross	theaters	days	distributor_Sony	distributor_Warner_Bros	distributor_Universal	distributor_Walt_Disney	distributor_20th_Century_Fox	distributor_Paramount	distributor_Miramax	distributor_MGM	distributor_Sony_Classics	distributor_New_Line	distributor_Lionsgate	distributor_IFC_Films	distributor_Strand	distributor_Magnolia	distributor_Fox_Searchlight	distributor_Orion	distributor_First_Run_Features	distributor_ThinkFilm	distributor_Regent_Releasing	distributor_Focus_Features	genre_Drama	genre_Comedy	genre_Documentary	genre_Action	genre_ThrillerSuspense	genre_Adventure	genre_Horror	genre_Romantic_Comedy	genre_Musical	genre_Black_Comedy	genre_Western	genre_ConcertPerformance	genre_Multiple_Genres	freq_ge0_l1	freq_ge1_l2	freq_ge2_l3	freq_ge3_l4	freq_ge4_l5	avg_rating	NrOfTopActors	NrOfTopDirectors	box_office
2571	matrix	133093	1999	matrix	7.4	125	108	17	86	6.2	28	19	9	67	3.6	207333	81	matrix	Warner Bros.	Action	42761	105	173	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	171383253
2574	out of towners	129280	1999	1087047-outoftowners	5	34	8	26	23	4.9	5	1	4	20	2.6	2186	33	out of towners	Paramount Pictures	Comedy	18143	51	122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	14	18	18	3.21	0	0	28535768
7250	out of towners	129280	1999	1087047-outoftowners	5	34	8	26	23	4.9	5	1	4	20	2.6	2186	33	out of towners	Paramount Pictures	Comedy	18143	51	122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	1.3	0	0	28535768
2580	go	139239	1999	1087053-go	7.6	72	66	6	91	7	19	15	4	78	3.2	8608	72	go	Sony Pictures	Black Comedy	28888	47	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	5	1	0	0	0.88	0	0	16842303
2581	never been kissed	151738	1999	never_been_kissed	5.7	79	44	35	55	5.4	25	12	13	48	3.3	53088	70	never been kissed	20th Century Fox	Romantic Comedy	8961	25	143	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	16	36	3.91	0	0	55469238
4579	cookies fortune	126250	1999		7.5	55	47	8	85	7.4	12	11	1	91	3.2	1364	57	cookies fortune	October Films	Comedy	144	1	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	3	3.23	1	1	10919177
2589	friends lovers	143261	1999	lovers-and-friends	0	0	0	0	0	0	0	0	0	0	0	0	0	friends lovers	Lionsgate	Drama	11506	14	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	30	59	31	3.15	0	0	94633
2597	lost found	120836	1999	1087050-lost_and_found	3.6	52	7	45	13	2.8	18	0	18	0	2.5	1416	30	lost found	Warner Bros.	Romantic Comedy	12450	60	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	8	21	16	3.17	1	0	6545360
2598	pushing tin	120797	1999	pushing_tin	5.6	65	32	33	49	5.5	16	8	8	50	2.9	5381	43	pushing tin	20th Century Fox	Comedy	4270	22	73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	2	2.96	2	0	8406264
2600	existenz	120907	1999	existenz	6.7	62	44	18	70	5.7	10	5	5	50	3.2	10592	65	existenz	Miramax	Thriller/Suspense	18455	38	59	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	11	11	1	2.31	0	1	2840417
2605	entrapment	137494	1999	entrapment	5.2	80	30	50	37	4.7	18	7	11	38	3	17343	57	entrapment	20th Century Fox	Thriller/Suspense	7016	15	150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1.38	1	0	87704396
2606	idle hs	138510	1999	idle_hands	3.4	53	8	45	15	3	17	1	16	5	2.9	8232	57	idle hs	Sony Pictures	Horror	46191	100	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	16	34	3.89	0	0	4002955
2610	three seasons	138874	1999	three_seasons_1999	6.7	30	24	6	80	0	4	4	0	100	0	0	0	three seasons	October Films	Drama	5210	11	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	4	0	0	2019237
2617	mummy	120616	1999	1087270-mummy	5.7	81	44	37	54	5.1	17	7	10	41	3.4	79634	75	mummy	Universal	Adventure	74670	131	129	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2.5	0	0	155247825
2634	mummy	120616	1999	1087270-mummy	5.7	81	44	37	54	5.1	17	7	10	41	3.4	79634	75	mummy	Universal	Adventure	74670	131	129	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	1	0	0	1	0	0	155247825
7057	a midsummer nights dream	140379	1999	tales-of-the-night-fairies	0	0	0	0	0	0	0	0	0	0	0	0	0	a midsummer nights dream	Fox Searchlight	Comedy	6402	21	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	3.09	3	0	16066563
2623	trippin	160298	1999	trippin	4.2	12	1	11	8	0	4	0	4	0	3.8	73	62	trippin	October Films	Comedy	705	7	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	14	40	13	3.06	0	0	9016377
2629	love letter	166252	1999	phantom_love	0	0	0	0	0	0	0	0	0	0	0	0	0	love letter	Dreamworks SKG	Romantic Comedy	41497	166	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	28	44	13	5	2.01	0	0	8276228
2671	notting hill	125439	1999	notting_hill	7.1	97	80	17	82	6.8	28	21	7	75	3.3	85951	74	notting hill	Universal	Romantic Comedy	51587	61	136	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	36	143	213	92	2.9	1	0	116089678
2672	thirteenth floor	139809	1999	1089671-13th_floor	4.5	61	17	44	27	3.8	18	3	15	16	3	5631	61	thirteenth floor	Sony Pictures	Thriller/Suspense	21048	61	80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	0	0	11802224
2674	loss of sexual innocence	126859	1999	loss_of_sexual_innocence	4.8	29	13	16	44	7	5	4	1	80	3.3	449	60	loss of sexual innocence	Sony Pictures		2009	6	94	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.75	0	0	399793
2676	instinct	128278	1999	instinct	4.3	66	18	48	27	3.7	15	3	12	20	3.2	4403	67	instinct	Walt Disney	Drama	17679	12	87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	8	3.52	1	0	34098563
2677	buena vista social club	186508	1999	1087935-buena_vista_social_club	7.5	41	37	4	90	8.2	7	6	1	85	4	2963	88	buena vista social club	Artisan	Documentary	11842	12	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	9	3.87	0	0	6997620
2682	limbo	164085	1999	1087937-limbo	7	39	28	11	71	6.9	6	3	3	50	3.5	169	75	limbo	Sony Pictures	Drama	16492	23	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	21	41	130	247	3.7	0	0	1997807
2683	austin powers spy who shagged me	145660	1999	austin_powers_the_spy_who_shagged_me	6	85	44	41	51	5.6	20	11	9	55	3.3	70870	73	austin powers spy who shagged me	New Line	Comedy	53409	36	151	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	22	38	58	3.44	1	0	205957794
2687	tarzan	120855	1999	tarzan	7.6	101	89	12	88	7.3	27	23	4	85	3.2	30231	63	tarzan	Walt Disney	Adventure	10541	40	250	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	1	0	1.83	0	0	171085177
2688	generals daughter	144214	1999	generals_daughter	4.3	87	19	68	21	3.5	23	3	20	13	3	6034	55	generals daughter	Paramount Pictures	Drama	64229	159	115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	11	6	2.66	0	0	102678089
2690	an ideal husb	122541	1999	1091577-ideal_husband	7.4	63	54	9	85	7.4	15	14	1	93	3.4	2877	66	an ideal husb	Miramax	Comedy	17840	58	108	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	5	32	34	13	2.76	2	0	18535191
2694	big daddy	142342	1999	daddy-who	0	0	0	0	0	0	0	0	0	0	0	0	0	big daddy	Sony Pictures	Comedy	30816	88	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2.75	0	0	163479795
2700	south park bigger longer uncut	158983	1999	south_park_bigger_longer_and_uncut	7	92	74	18	80	6.7	24	20	4	83	3.7	46689	86	south park bigger longer uncut	Paramount Pictures	Comedy	51530	112	89	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	21	42	28	3.13	1	0	52008288
2701	wild wild west	120891	1999	wild_wild_west	3.9	102	21	81	20	3.7	24	4	20	16	2.7	31689	39	wild wild west	Warner Bros.	Adventure	40172	103	103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	6	3.45	2	0	113805681
2702	summer of sam	162677	1999	son-of-sam	0	0	0	0	0	0	0	0	0	0	0	0	0	summer of sam	Walt Disney	Drama	13259	23	73	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	21	3.71	0	0	19283782
2706	american pie	163651	1999	american_pie	5.7	115	67	48	58	5.5	25	13	12	52	3.4	203348	63	american pie	Universal	Comedy	74335	252	108	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3.62	0	0	101736215
4718	american pie	163651	1999	american_pie	5.7	115	67	48	58	5.5	25	13	12	52	3.4	203348	63	american pie	Universal	Comedy	74335	252	108	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	31	4.12	0	0	101736215
2707	arlington road	137363	1999	arlington_road	6.1	86	52	34	60	5.7	19	9	10	47	3.3	6430	72	arlington road	Sony Pictures	Thriller/Suspense	64531	145	80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2.83	2	0	24362501
2709	muppets from space	158811	1999	muppets_from_space	6.2	53	33	20	62	5.6	20	10	10	50	3	4740	55	muppets from space	Sony Pictures	Comedy	30689	119	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	3	3.32	0	0	16290976
2710	blair witch project	185937	1999	blair_witch_project	7.5	125	106	19	84	7.2	28	25	3	89	2.5	23900	47	blair witch project	Artisan	Horror	28866	107	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	140530114
2711	my life so far	120899	1999	my_life_so_far	6.3	25	18	7	72	6.2	5	3	2	60	3.1	618	41	my life so far	Miramax	Drama	30480	22	52	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	13	15	3.54	1	0	616310
2713	lake placid	139414	1999	lake_placid	5	68	26	42	38	4	17	4	13	23	2.6	12183	40	lake placid	20th Century Fox	Thriller/Suspense	6236	15	108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	5	3	3.27	0	0	31768374
2714	wood	161100	1999	wood	6	56	34	22	60	5.7	17	10	7	58	3.9	6421	90	wood	Paramount Pictures	Comedy	38638	106	94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	12	36	123	143	3.46	0	0	25047631
48150	wood	161100	1999	wood	6	56	34	22	60	5.7	17	10	7	58	3.9	6421	90	wood	Paramount Pictures	Comedy	38638	106	94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	25047631
2718	drop dead gorgeous	157503	1999		0	0	0	0	0	0	0	0	0	0	0	0	0	drop dead gorgeous	New Line	Comedy	36669	78	52	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	3.5	2	0	10561238
2720	inspector gadget	141369	1999	inspector_gadget	4	61	13	48	21	3.9	21	4	17	19	2.3	11127	26	inspector gadget	Walt Disney	Comedy	13041	81	157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	38	90	113	24	2.58	0	0	97360069
2721	trick	162710	1999	trick	6.8	22	17	5	77	6.8	6	4	2	66	3.7	1364	80	trick	Fine Line	Comedy	60719	72	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	28	106	139	3.62	0	0	2049595
2722	deep blue sea	149261	1999	1090759-deep_blue_sea	5.7	89	51	38	57	5.8	22	14	8	63	2.8	26286	44	deep blue sea	Warner Bros.	Action	44112	100	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	31	46	3.74	1	0	73648142
33539	deep blue sea	149261	1999	1090759-deep_blue_sea	5.7	89	51	38	57	5.8	22	14	8	63	2.8	26286	44	deep blue sea	Warner Bros.	Action	44112	100	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	9	22	56	3.75	1	0	73648142
2723	mystery men	132347	1999	mystery_men	5.7	100	60	40	60	5.7	28	17	11	60	2.8	14333	52	mystery men	Universal	Comedy	60490	106	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.5	1	0	29762011
2724	runaway bride	163187	1999	runaway_bride	5.3	82	37	45	45	4.8	27	10	17	37	3	48629	57	runaway bride	Paramount Pictures	Romantic Comedy	66157	102	164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	13	35	63	3.66	1	0	152149590
2725	twin falls idaho	162830	1999	twin_falls_idaho	7.3	44	34	10	77	7.6	7	6	1	85	3.8	751	82	twin falls idaho	Sony Pictures Classics	Drama	1214	3	115	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	121	233	331	185	2.79	0	0	985341
2759	dick	144168	1999	1090805-dick	6.3	70	49	21	70	6.6	26	19	7	73	2.7	3840	45	dick	Sony Pictures	Comedy	30869	37	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	26	3.97	1	0	6241697
2761	iron giant	129167	1999	iron_giant	8	111	108	3	97	7.7	31	30	1	96	3.3	17836	72	iron giant	Warner Bros.	Adventure	45919	144	110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	11	8	3.22	0	0	23159305
2762	sixth sense	167404	1999	sixth_sense	7.4	126	107	19	84	6.8	28	22	6	78	3.8	100968	87	sixth sense	Walt Disney	Thriller/Suspense	13329	38	283	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	25	57	3.95	0	0	293501675
2763	thomas crown affair	155267	1999	thomas_crown_affair_the	6.4	88	59	29	67	6.6	25	18	7	72	3.3	15699	71	thomas crown affair	MGM	Drama	442	1	192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	47	137	4.03	1	0	69304264
2764	thomas crown affair	155267	1999	thomas_crown_affair_the	6.4	88	59	29	67	6.6	25	18	7	72	3.3	15699	71	thomas crown affair	MGM	Drama	442	1	192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	28	3.91	1	0	69304264
2770	bowfinger	131325	1999	bowfinger	7.1	107	85	22	79	7.3	26	23	3	88	2.8	8721	49	bowfinger	Universal	Comedy	57230	118	108	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	19	99	198	3.83	1	0	66365290
2771	brokedown palace	120620	1999	brokedown_palace	4.7	34	10	24	29	6	5	3	2	60	3.2	4980	66	brokedown palace	20th Century Fox	Drama	3119	8	73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	11	53	207	326	3.62	0	0	10114315
2772	detroit rock city	165710	1999	detroit_rock_city	5.4	36	17	19	47	4.6	5	1	4	20	3.5	9815	80	detroit rock city	New Line	Comedy	50425	179	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	15	76	121	3.72	0	0	4193025
2774	better than chocolate	168987	1999	better_than_chocolate	5.8	21	8	13	38	0	4	1	3	25	3.8	3884	78	better than chocolate	Trimark	Romantic Comedy	10010	14	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	19	71	121	3.74	0	0	2011254
2805	mickey blue eyes	130121	1999	mickey_blue_eyes	5.4	72	32	40	44	5.1	22	8	14	36	2.7	6320	39	mickey blue eyes	Warner Bros.	Comedy	40249	98	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	6	22	11	4	2.19	0	0	33864342
2806	teaching mrs tingle	133046	1999	teaching_mrs_tingle	4	68	13	55	19	4	24	5	19	20	2.5	4339	34	teaching mrs tingle	Miramax	Comedy	56270	191	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	10	18	9	8	2.28	0	0	8910377
2809	love stinks	188863	1999	love_stinks	3.5	47	9	38	19	3.8	16	3	13	18	3.2	1225	66	love stinks	Independent Artists	Comedy	620000	1240	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	13	24	19	10	2.25	0	0	2622075
2812	in too deep	160401	1999	1092437-in_too_deep	4.9	55	20	35	36	5.8	20	10	10	50	3.6	1315	76	in too deep	Gramercy	Drama	18766	23	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	16	13	11	1	1.81	0	0	14003141
2813	source	181833	1999	jack-kerouac-king-of-the-beats	0	0	0	0	0	0	0	0	0	0	0	0	0	source			243	2	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	12	9	2	1.76	0	0	362357
2824	on ropes	181733	1999	on_the_ropes	7.6	13	12	1	92	0	3	3	0	100	3.3	155	63	on ropes			86	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	20	87	111	3.5	0	0	47074
2824	on ropes	181733	1999	on_the_ropes	7.6	13	12	1	92	0	3	3	0	100	3.3	155	63	on ropes			126	1	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	24	23	5	2.45	0	0	47074
2826	13th warrior	120657	1999	13th_warrior	4.6	86	28	58	32	4.9	18	7	11	38	3.2	24204	66	13th warrior	Walt Disney	Action	9288	24	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	18	6	8	2	1.62	0	0	32694788
8723	13th warrior	120657	1999	13th_warrior	4.6	86	28	58	32	4.9	18	7	11	38	3.2	24204	66	13th warrior	Walt Disney	Action	9288	24	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	9	10	7	6	2.26	0	0	32694788
2827	astronauts wife	138304	1999	astronauts_wife	4.2	57	9	48	15	4.6	18	5	13	27	2.8	11206	42	astronauts wife	New Line	Thriller/Suspense	37671	115	73	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	12	13	4	4	1.91	2	0	10654581
2829	muse	164108	1999	muse	5.9	76	39	37	51	5.6	23	10	13	43	2.6	1169	29	muse	October Films	Comedy	1451	3	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	10	7	2	2.5	1	0	11614236
2831	a dog of flers	160216	1999	1094164-dog_of_flanders	4.5	23	4	19	17	0	3	0	3	0	3.7	259	76	a dog of flers	Warner Bros.	Drama	46679	237	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	1.79	1	0	2148212
2835	chill factor	163579	1999	chill_factor	3.3	72	5	67	6	3	23	0	23	0	2.7	2079	36	chill factor	Warner Bros.	Action	82283	270	54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0.93	0	0	11227940
2836	outside providence	125971	1999	outside_providence	5.6	74	37	37	50	6.2	24	15	9	62	3.2	1355	60	outside providence	Miramax	Comedy	29817	46	40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	7	21	54	9	2.86	0	0	7292175
2840	stigmata	145531	1999	stigmata	4	88	19	69	21	3.2	24	3	21	12	3.1	12281	65	stigmata	MGM	Horror	720	1	164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	13	20	10	2	1.93	1	0	50041732
2842	best laid plans	133412	1999	best_laid_plans	5.8	20	9	11	45	0	4	2	2	50	3.1	1229	43	best laid plans	20th Century Fox	Thriller/Suspense	3827	4	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	9	38	152	162	3.54	0	0	25651
2844	minus man	151582	1999	minus_man	5.9	34	20	14	58	6.7	8	6	2	75	3	1065	43	minus man	Artisan		8205	16	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	23	23	8	2.59	0	0	368808
2858	american beauty	169547	1999	american_beauty	8	151	134	17	88	7.8	32	29	3	90	3.8	115181	90	american beauty	Dreamworks SKG	Drama	66113	138	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	10	16	4	2.55	2	1	130058047
2860	blue streak	181316	1999	blue_streak	4.8	68	24	44	35	4.4	20	6	14	30	3	13413	65	blue streak	Sony Pictures	Action	49632	81	143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	18	79	246	168	3.29	0	0	68208190
2861	for love of game	126916	1999	for_love_of_the_game	6.3	55	35	20	63	6	8	4	4	50	3.3	6328	74	for love of game	Universal	Drama	60730	150	73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	15	75	179	85	3.11	0	0	35168395
2865	sugar town	173390	1999	sugar_town	6.2	24	16	8	66	5.9	6	3	3	50	3	177	41	sugar town	October Films	Comedy	598	3	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	28	111	232	161	3.19	0	0	177840
2881	double jeopardy	150377	1999	1093614-double_jeopardy	4.4	83	21	62	25	4.1	21	4	17	19	3.2	12512	68	double jeopardy	Paramount Pictures	Action	168240	62	178	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	39	175	395	265	3.23	1	0	116735231
