#Movie-id	freq_ge0_l1	freq_ge1_l2	freq_ge2_l3	freq_ge3_l4	freq_ge4_l5	avg_rating
5552	0	0	0	1	1	4
5553	0	4	21	40	28	3.19
5554	0	0	1	0	0	2.5
5555	0	1	7	6	4	3
5556	11	12	16	11	1	1.83
5557	1	2	2	4	0	2.28
5558	0	0	2	1	1	3
5559	0	0	0	2	0	3.25
5560	0	0	0	7	10	3.85
5561	0	0	4	4	3	3.14
5562	0	0	1	1	1	3.17
5563	1	1	15	33	15	3.11
5564	2	16	18	18	2	2.31
5567	0	2	0	0	0	1.25
5568	1	3	8	20	16	3.22
5569	2	3	6	11	9	2.94
5570	1	0	5	12	30	3.71
5572	3	7	19	38	41	3.18
5573	0	7	19	12	1	2.42
5574	1	14	66	105	65	3.13
5575	0	0	0	0	5	4.3
5576	0	0	0	1	0	3
5577	2	5	24	67	75	3.46
5580	0	1	4	2	0	2.29
5581	0	2	5	7	4	2.94
5582	1	9	14	13	6	2.51
5583	0	0	1	0	0	2
5584	5	7	14	11	1	2.14
5585	5	10	10	9	2	1.99
5586	0	0	0	2	0	3
5587	0	2	4	1	1	2.44
5588	0	1	8	12	5	3.12
5589	0	1	3	5	4	3.23
5590	0	0	0	6	0	3.08
5591	1	5	11	4	0	2
5592	0	0	0	0	1	4.5
5593	0	2	1	6	3	3.04
5595	0	0	1	0	1	3
5596	1	1	8	10	1	2.57
5597	1	5	9	5	3	2.33
5598	0	4	10	5	1	2.27
5599	0	0	0	3	6	3.89
5600	0	0	1	2	4	3.64
5601	0	1	2	7	10	3.55
5602	0	1	9	28	46	3.74
5603	1	1	1	12	25	3.92
5604	0	0	1	10	18	4.05
5605	0	1	0	2	8	3.82
5606	0	0	0	6	1	3.36
5607	0	0	2	10	19	3.87
5608	1	1	6	50	87	3.86
5609	9	16	21	16	4	2.07
5610	1	8	17	25	8	2.69
5611	0	4	16	28	21	3.15
5612	0	4	9	25	5	2.94
5613	2	4	2	33	36	3.54
5614	0	0	1	5	2	3.38
5615	1	0	3	2	3	2.89
5616	0	0	0	1	0	3.5
5617	3	4	22	111	192	3.78
5618	5	4	23	117	513	4.14
5619	0	1	3	7	14	3.7
5620	6	12	56	95	53	3.01
5621	3	22	54	47	12	2.54
5622	0	0	0	1	1	3.75
5623	0	0	1	2	0	3
5624	0	0	1	3	0	2.88
5625	0	0	6	28	17	3.52
5626	0	0	0	0	1	5
5627	0	0	2	0	2	3.5
5628	2	1	10	24	23	3.33
5629	2	0	1	11	8	3.2
5630	0	10	42	166	182	3.53
5631	0	0	2	2	2	3.17
5632	0	0	1	16	31	3.89
5633	0	0	4	21	29	3.81
5634	0	0	2	3	0	2.9
5635	0	0	4	15	6	3.32
5636	0	2	6	13	6	3.04
5637	0	0	1	14	18	3.8
5638	1	1	13	11	12	3.04
5639	0	0	1	5	1	3.21
5640	0	1	9	7	10	3.17
5641	0	0	1	1	4	3.58
5642	0	1	5	10	15	3.52
5643	0	1	1	14	16	3.8
5644	0	1	3	11	20	3.74
5645	0	0	1	3	0	2.88
5646	0	1	2	18	20	3.55
5647	7	7	3	1	0	1.17
5648	5	9	7	4	0	1.74
5649	0	0	2	9	11	3.57
5650	2	2	19	43	50	3.45
5651	3	1	7	13	14	3.14
5652	0	2	2	2	1	2.5
5653	1	0	0	8	9	3.58
5654	0	0	2	0	0	2.5
5655	0	0	1	4	0	2.9
5656	0	0	1	0	1	3.25
5657	0	2	2	8	6	3.22
5658	1	1	2	2	0	2.08
5659	0	0	0	0	1	4
5660	0	0	0	4	6	3.95
5661	0	0	2	1	0	2.5
5662	0	0	2	4	4	3.45
5663	0	2	3	11	3	2.97
5664	2	0	2	4	2	2.65
5665	0	2	13	19	2	2.81
5666	1	6	24	38	40	3.28
5667	0	3	5	25	12	3.21
5668	0	1	10	43	37	3.49
5669	19	19	46	236	503	3.76
5670	2	2	3	18	20	3.39
5671	0	0	0	0	1	4
5672	18	6	9	3	1	1.32
5673	4	11	56	112	200	3.62
5675	5	6	7	6	1	1.92
5676	0	0	1	0	0	2
5677	3	2	8	11	2	2.48
5678	1	8	16	30	12	2.9
5679	16	29	80	274	250	3.36
5680	0	1	5	37	19	3.38
5681	0	1	2	2	4	3.39
5682	0	1	4	9	16	3.53
5683	0	0	1	0	1	3
5684	0	3	6	4	11	3.17
5685	1	3	4	34	24	3.38
5686	5	4	3	12	19	3.16
5687	0	0	1	2	0	2.67
5688	0	0	2	5	5	3.58
5689	0	2	5	15	5	3.13
5690	1	3	7	40	146	4.09
5691	5	4	5	12	2	2.29
5692	0	0	1	9	7	3.59
5693	2	10	27	102	65	3.29
5694	2	10	10	10	3	2.27
5695	0	0	0	0	1	4.5
5696	0	2	8	13	9	3.16
5697	0	1	0	4	0	2.6
5698	0	0	0	1	0	3.5
5699	0	0	1	5	4	3.6
5700	2	2	1	0	0	1
5701	1	2	0	0	0	0.83
5702	0	1	0	0	0	1
5703	1	1	3	1	0	1.75
5705	0	5	13	12	2	2.52
5706	0	0	0	1	0	3.5
5707	1	0	4	19	18	3.44
5708	0	0	1	1	0	2.75
5709	0	0	1	2	1	3
5710	0	0	3	3	1	2.93
5711	0	0	0	1	0	3.5
5712	0	0	4	22	28	3.69
5714	0	1	0	1	1	3
5715	0	0	0	2	0	3.25
5716	0	0	1	0	0	2
5717	0	1	4	4	1	2.85
5718	0	1	3	4	0	2.5
5719	0	0	0	1	0	3.5
5720	0	1	1	1	0	2.33
5721	0	0	1	6	7	3.82
5722	1	0	0	4	4	3.61
5723	0	1	5	5	3	2.89
5724	1	2	0	0	0	1
5725	2	0	0	2	3	3.07
5726	0	1	2	4	4	3.14
5727	0	1	0	1	0	2.5
5728	0	0	0	2	1	3.5
5729	1	3	3	2	2	2.27
5730	0	1	2	0	0	2
5731	0	0	4	6	3	3.04
5732	0	0	4	13	14	3.56
5733	0	0	1	4	2	3.36
5734	9	4	2	1	0	1
5735	6	8	4	2	1	1.52
5736	9	3	2	1	0	0.97
5737	8	1	1	2	0	1.08
5738	7	1	1	2	0	1.14
5739	9	3	2	0	0	0.86
5740	5	2	2	1	0	1.25
5741	0	2	2	6	5	3.07
5742	0	0	1	3	2	3.17
5743	1	0	6	8	3	2.94
5744	0	0	0	1	1	3.75
5745	0	1	1	11	6	3.32
5746	0	1	0	0	1	2.5
5747	0	3	8	37	90	3.84
5748	0	0	0	1	1	4
5749	1	1	5	9	5	3
5750	0	0	0	0	1	4
5751	0	0	0	1	1	4.25
5752	0	0	1	11	17	3.91
5753	1	0	1	5	2	3.17
5754	0	1	2	2	1	2.67
5755	2	1	0	0	0	0.83
5756	0	0	1	0	1	3.5
5759	0	0	0	4	0	3.25
5760	1	2	3	3	1	2.15
5761	0	0	0	3	0	3.17
5762	0	0	2	3	1	3.17
5763	0	0	1	5	6	3.79
5764	1	0	4	4	6	3.1
5765	1	1	6	14	12	3.29
5766	0	0	0	1	0	3.5
5767	0	3	0	2	6	3.41
5768	2	1	6	5	1	2.33
5769	0	0	3	4	3	3.4
5770	0	0	2	3	2	3.14
5771	0	3	1	1	0	1.9
5772	0	2	2	15	35	4.02
5773	0	4	5	3	4	2.59
5774	1	1	1	2	0	2
5775	0	0	0	1	0	3
5776	0	0	0	0	1	4
5777	0	2	4	10	10	3.29
5778	1	0	0	0	0	0.5
5779	6	6	3	1	1	1.38
5780	0	0	6	2	15	3.89
5781	0	1	3	1	3	2.88
5782	0	2	10	49	158	4.02
5783	1	0	1	5	4	3.27
5784	8	10	28	44	8	2.59
5785	16	14	44	71	53	2.93
5786	0	0	0	1	2	4.33
5787	3	2	13	14	6	2.71
5788	0	0	3	8	12	3.72
5789	0	0	2	1	0	2.33
5790	0	0	0	1	0	3
5791	1	7	12	82	126	3.68
5792	1	3	5	29	39	3.57
5793	1	0	0	1	0	1.75
5794	1	1	0	5	3	3.05
5795	0	0	1	1	2	3.5
5796	0	10	26	23	11	2.73
5797	0	2	3	10	11	3.38
5798	0	1	2	0	3	3.17
5799	1	0	2	10	15	3.64
5800	1	0	0	4	6	3.5
5801	0	0	3	17	13	3.5
5802	0	0	3	6	5	3.39
5803	2	7	35	42	11	2.75
5804	1	8	28	19	6	2.59
5806	0	1	1	1	2	3
5807	0	1	2	0	0	1.83
5808	0	0	8	11	1	2.88
5809	3	3	18	43	19	3.11
5810	10	10	47	146	99	3.25
5811	0	0	0	0	1	4
5812	0	6	14	56	88	3.66
5813	0	1	3	3	0	2.5
5814	0	0	0	0	1	4
5815	2	5	5	9	2	2.39
5816	9	26	99	360	323	3.44
5817	1	1	6	8	14	3.4
5818	0	2	3	20	9	3.32
5819	0	0	1	4	2	3.57
5820	1	0	2	10	16	3.74
5821	0	0	1	4	4	3.5
5822	0	1	2	5	0	2.75
5823	0	0	0	2	0	3.25
5824	0	4	0	6	3	2.88
5825	0	0	2	2	16	4.33
5826	0	0	3	17	8	3.36
5827	0	0	2	1	0	2.83
5828	1	0	0	2	1	2.75
5829	0	1	6	14	9	3.22
5830	1	0	2	3	7	3.58
5831	0	1	1	0	1	2.5
5832	1	1	1	4	4	2.95
5833	0	9	11	43	22	3.19
5834	0	0	0	2	0	3.25
5835	0	0	0	1	0	3.5
5836	0	0	2	7	12	3.62
5838	0	0	4	1	2	2.93
5839	0	1	0	10	18	3.91
5840	0	0	4	4	20	3.95
5841	5	15	17	10	0	1.91
5842	0	0	3	3	3	3.06
5843	0	1	16	18	11	3.08
5844	0	0	1	0	0	2.5
5845	0	0	1	2	3	3.42
5846	0	0	1	0	0	2.5
5847	0	1	3	9	11	3.54
5848	0	0	0	2	1	3.33
5849	0	0	0	0	2	4.75
5851	0	1	2	1	0	2.38
5852	1	3	4	4	1	2.31
5853	0	5	11	40	21	3.21
5854	0	0	3	6	2	3.05
5855	0	3	4	3	1	2.41
5856	0	0	0	1	2	3.83
5857	0	3	0	0	0	1.33
5858	0	0	1	1	3	3.7
5859	0	0	3	5	10	3.53
5860	0	0	0	2	0	3.25
5861	0	0	0	1	0	3.5
5862	0	1	0	3	3	3.14
5863	0	3	0	1	0	2
5864	1	4	3	2	1	2.09
5865	0	0	1	2	0	3
5866	0	0	0	2	1	3.5
5867	0	0	1	7	11	3.76
5868	0	0	0	3	3	3.83
5869	0	1	2	7	3	3.23
5870	0	0	0	2	1	3.67
5872	9	24	79	186	105	3.11
5873	0	1	5	27	12	3.42
5874	1	3	14	7	4	2.55
5875	0	0	2	13	13	3.7
5876	0	3	11	46	98	3.73
5878	0	3	13	55	189	4
5879	6	14	11	13	8	2.39
5880	1	6	3	0	0	1.4
5881	6	19	44	103	72	3.16
5882	1	4	17	54	33	3.25
5883	3	5	5	9	0	2.18
5884	0	2	1	4	1	2.62
5885	0	0	0	2	2	3.62
5886	0	0	0	1	0	3.5
5887	0	0	5	2	0	2.36
5888	0	2	1	4	9	3.62
5889	1	0	0	0	4	3.4
5890	0	2	1	26	52	3.85
5891	2	4	5	9	3	2.59
5892	0	0	1	0	0	2.5
5893	0	0	3	29	46	3.83
5895	0	1	0	1	0	2.25
5896	0	0	0	8	12	3.88
5898	0	1	4	5	1	2.77
5899	0	0	6	18	43	3.94
5900	8	19	46	56	24	2.71
5901	0	1	4	9	3	3
5902	4	14	55	173	402	3.8
5903	1	5	42	140	241	3.77
5907	0	1	0	0	3	3.62
5909	1	1	1	8	19	3.73
5910	0	0	1	0	0	2
5911	0	0	2	4	4	3.5
5912	0	0	0	1	6	4
5913	0	1	0	2	1	3
5914	0	0	4	3	6	3.5
5915	0	0	8	10	5	3.09
5916	0	0	1	6	6	3.69
5917	0	0	0	1	1	3.5
5918	0	0	0	3	0	3
5919	0	0	0	0	1	4
5921	0	0	1	3	0	3
5922	0	0	1	0	3	3.75
5923	1	0	6	6	6	3.11
5924	1	0	1	2	1	2.6
5925	1	0	2	0	0	1.67
5926	0	1	0	2	1	2.75
5927	0	7	13	15	3	2.54
5928	0	1	4	4	2	2.86
5929	0	0	2	3	1	3.08
5930	0	0	3	4	4	3.36
5931	0	2	2	2	0	2.17
5932	0	0	1	8	14	4
5933	0	0	2	10	7	3.63
5935	0	3	1	2	3	2.72
5936	0	0	2	3	6	3.73
5937	0	0	1	2	8	4.23
5938	0	0	5	18	35	3.79
5939	0	3	1	2	1	2.5
5940	1	1	3	13	17	3.54
5941	4	3	12	36	10	2.96
5942	6	11	24	32	11	2.58
5943	10	17	43	58	18	2.56
5944	4	18	38	102	56	3.08
5945	4	18	38	170	181	3.49
5946	0	0	0	1	1	3.75
5947	0	2	2	11	12	3.5
5948	0	0	0	4	3	3.64
5949	1	0	4	13	16	3.51
5950	0	0	0	1	0	3.5
5951	1	3	5	8	3	2.7
5952	19	27	79	306	1097	4.03
5953	0	0	1	2	1	3
5954	1	6	20	95	185	3.79
5955	0	0	10	44	59	3.68
5956	2	23	72	210	215	3.43
5957	1	13	42	79	55	3.12
5958	1	3	3	9	1	2.56
5959	0	0	16	59	60	3.57
5960	0	0	2	5	5	3.38
5961	0	1	5	13	4	2.98
5962	5	9	13	7	1	1.87
5963	2	0	2	2	13	3.53
5964	0	0	1	3	0	3
5965	0	0	2	9	13	3.75
5966	0	0	2	2	1	3.2
5968	1	0	6	9	9	3.14
5969	1	8	28	14	5	2.45
5970	1	7	27	74	33	3.14
5971	2	4	4	59	196	4.1
5972	0	0	1	0	1	3.25
5973	0	0	0	1	0	3.5
5974	0	0	1	9	10	3.67
5975	0	0	0	6	7	3.77
5976	0	0	1	2	0	3.17
5977	0	0	1	3	2	3.42
5978	0	1	1	2	0	2.5
5979	0	1	1	0	0	1.75
5980	1	0	8	5	9	3.26
5981	0	0	5	12	10	3.35
5982	0	1	2	0	1	2.38
5983	0	1	0	2	10	3.69
5984	0	2	2	3	1	2.69
5985	0	0	2	2	4	3.44
5986	0	0	1	4	4	3.44
5987	0	1	1	5	1	3.19
5988	0	0	5	2	2	2.89
5989	1	5	51	361	591	3.8
5990	0	2	7	5	3	2.65
5991	9	20	58	168	284	3.6
5992	3	5	33	101	204	3.76
5993	0	0	1	16	8	3.46
5994	0	0	4	11	16	3.73
5995	2	1	24	123	452	4.09
5996	0	0	3	2	1	3.08
5997	0	0	0	0	1	4
5998	0	4	3	2	1	2.1
5999	2	8	11	5	4	2.32
6000	0	1	0	0	0	1.5
6001	0	1	5	33	77	3.91
6002	0	1	3	16	13	3.58
6003	1	4	32	108	122	3.57
6004	0	1	0	0	1	2.5
6005	5	5	1	16	16	3.14
6006	3	22	27	42	12	2.6
6007	1	0	1	0	1	2.33
6008	1	0	2	9	9	3.64
6009	0	0	0	6	0	3.33
6010	0	0	5	5	0	2.7
6011	0	2	0	2	0	2.25
6012	1	4	19	19	4	2.69
6013	10	12	13	14	1	1.91
6014	2	11	24	25	8	2.61
6015	0	0	0	0	1	4
6016	1	5	22	117	577	4.21
6017	0	1	0	3	3	3.29
6018	0	0	0	0	1	4
6019	0	0	1	2	0	3
6020	0	0	0	2	5	3.79
6021	0	0	1	8	14	3.78
6022	1	1	1	5	9	3.44
6023	0	0	4	7	21	3.95
6024	0	2	1	4	1	2.75
6025	0	4	3	7	3	2.85
6026	0	0	0	0	1	4.5
6027	0	0	3	10	19	3.72
6029	0	0	2	0	0	2
6030	0	0	0	1	1	4
6031	0	1	1	11	14	3.78
6032	0	0	1	6	10	3.91
6033	0	0	2	3	0	2.8
6035	0	0	1	7	6	3.75
6036	0	1	3	6	0	2.7
6037	0	2	3	8	3	3
6038	0	0	1	1	3	3.6
6039	0	1	7	13	1	2.84
6040	4	11	11	19	4	2.39
6041	0	1	1	3	16	3.93
6042	0	0	0	7	7	3.75
6043	0	0	0	1	0	3.5
6044	0	1	2	0	0	1.83
6045	0	0	2	4	5	3.45
6047	0	0	3	6	3	3.33
6048	0	0	0	0	1	4
6049	0	1	2	2	1	2.67
6050	0	0	1	5	0	3.08
6051	0	1	1	4	10	3.84
6052	0	0	0	3	0	3.33
6053	1	0	2	3	1	2.71
6054	1	0	0	2	2	3
6055	0	0	1	1	0	2.75
6056	0	0	0	3	4	3.86
6057	2	4	2	8	2	2.5
6058	8	15	38	75	33	2.89
6059	0	5	30	106	83	3.39
6060	2	4	13	32	9	2.92
6061	0	0	0	0	1	4.5
6062	1	1	4	39	56	3.67
6063	4	1	4	14	19	3.4
6064	0	0	0	5	9	4
6065	0	0	0	2	5	4
6066	0	0	0	5	10	3.87
6067	1	1	5	8	10	3.3
6068	0	0	0	1	0	3
6070	0	1	1	3	4	3.28
6072	0	0	1	1	3	3.8
6073	2	0	0	1	1	2
6074	0	0	1	0	1	3.25
6075	0	0	0	1	3	4.25
6076	0	0	1	1	1	3.17
6077	0	0	2	7	14	3.7
6078	0	7	14	23	11	2.9
6079	0	0	0	1	0	3
6080	0	0	1	0	0	2
6081	0	0	0	1	0	3.5
6082	0	0	2	5	5	3.42
6083	0	1	1	5	1	3
6084	0	0	0	3	1	3.5
6086	0	0	1	2	2	3.3
6087	0	0	2	4	3	3.39
6088	0	1	0	1	1	2.67
6089	0	1	0	1	0	2.5
6090	0	0	1	4	0	3.2
6091	1	0	2	3	7	3.38
6092	1	3	5	4	1	2.32
6093	1	0	6	33	27	3.56
6094	2	2	3	6	5	2.89
6095	0	0	1	1	0	2.75
6096	0	0	1	1	2	3.5
6097	0	0	0	1	0	3.5
6099	0	1	1	0	0	1.5
6100	0	1	8	22	9	3.2
6101	0	0	4	8	15	3.78
6102	0	0	1	5	3	3.5
6103	0	1	1	2	0	2.38
6104	2	1	8	47	127	3.94
6105	0	0	1	3	3	3.36
6106	0	0	0	1	0	3.5
6107	0	0	1	5	6	3.62
6108	0	0	1	2	0	2.83
6109	1	0	4	5	1	2.82
6110	0	0	1	2	0	2.67
6111	0	0	1	1	1	3.33
6112	0	1	1	1	0	2.5
6113	0	0	0	1	1	4.25
6114	0	0	1	2	0	2.83
6115	0	2	5	3	3	2.77
6116	0	2	6	4	3	2.7
6117	0	0	1	0	1	3.25
6118	1	0	1	4	5	3.5
6119	0	0	0	3	6	4.17
6120	0	1	4	2	3	2.9
6121	0	3	3	3	4	2.81
6122	0	0	6	14	18	3.7
6123	0	0	2	5	7	3.89
6124	0	0	1	7	4	3.38
6125	0	0	3	9	15	3.72
6126	0	0	0	3	12	4.17
6127	1	0	2	0	4	3.29
6128	0	1	0	3	0	2.62
6129	0	0	1	2	0	3
6130	0	0	2	1	1	3
6131	0	0	2	2	1	2.8
6132	0	0	1	2	0	3.17
6133	0	0	1	0	2	3.67
6134	0	0	0	0	3	4.17
6135	0	0	2	3	1	3
6137	0	0	1	1	0	2.5
6138	0	0	1	0	0	2.5
6139	0	0	0	5	3	3.56
6140	0	0	3	9	13	3.62
6141	0	2	3	7	0	2.71
6142	0	1	0	0	0	1
6143	0	5	7	14	4	2.68
6144	0	0	0	6	6	3.79
6145	0	0	1	2	0	2.67
6146	0	0	0	0	1	5
6147	0	0	0	3	8	4
6148	0	0	1	4	4	3.5
6149	0	0	0	3	2	3.6
6150	0	0	1	0	0	2.5
6151	0	0	1	0	1	3.75
6152	0	2	2	1	0	1.8
6153	2	6	5	5	0	1.81
6154	1	3	4	4	2	2.39
6155	7	21	41	119	57	3.02
6156	2	8	43	101	32	3.08
6157	11	55	135	154	54	2.68
6158	1	3	5	1	1	2
6159	0	0	4	8	11	3.52
6160	1	0	0	1	2	3.38
6161	0	0	2	1	1	2.88
6162	3	2	3	4	9	2.98
6163	0	0	5	17	25	3.72
6164	0	0	1	1	1	3.33
6166	8	22	31	31	10	2.32
6167	0	0	0	1	0	3
6168	0	0	2	2	0	2.62
6169	1	0	2	2	0	2.2
6170	0	1	5	25	33	3.64
6172	1	1	0	2	0	2.12
6173	0	0	1	4	2	3.36
6174	1	0	1	0	0	1.25
6175	0	0	2	0	0	2.25
6176	0	0	1	3	2	3.5
6177	0	0	2	2	0	2.75
6178	1	0	0	5	10	3.97
6179	0	0	1	3	2	3.42
6180	0	0	1	2	2	3.4
6181	0	0	3	4	6	3.5
6182	0	0	2	1	6	3.67
6183	0	0	1	21	25	3.83
6184	1	0	17	19	35	3.49
6185	0	2	6	23	9	3.23
6186	1	1	10	12	5	2.95
6187	4	6	13	69	100	3.65
6188	2	18	49	159	140	3.42
6190	0	0	2	5	3	3.4
6191	0	0	0	2	0	3
6192	0	1	0	2	12	3.9
6193	0	0	1	11	16	3.8
6194	0	0	1	2	1	3.25
6195	0	0	0	3	7	4.1
6196	4	8	18	29	8	2.62
6197	0	2	10	40	50	3.6
6198	1	0	0	3	4	3.44
6199	0	0	1	2	0	2.67
6200	0	0	1	4	3	3.31
6201	0	1	3	6	13	3.61
6202	0	0	0	2	5	4.21
6203	0	3	6	12	1	2.57
6204	1	3	9	4	2	2.37
6205	1	0	3	1	1	2.42
6206	0	0	1	0	5	4.08
6207	1	0	0	3	3	3.14
6208	1	1	2	0	1	1.9
6209	0	1	1	0	0	1.75
6210	0	1	3	2	3	3
6211	0	0	0	3	4	3.79
6212	3	15	33	37	15	2.69
6213	1	7	24	54	36	3.19
6214	5	5	15	29	49	3.42
6215	0	1	13	36	21	3.33
6216	0	0	2	17	38	4.04
6217	0	0	0	8	6	3.68
6218	3	9	51	195	250	3.61
6219	1	8	23	24	5	2.61
6220	0	6	10	18	14	3.07
6221	0	0	1	5	1	3.21
6222	2	4	7	11	8	2.86
6223	1	2	5	20	11	3.33
6224	0	0	0	1	0	3.5
6225	1	1	1	5	0	2.56
6226	0	0	2	6	3	3.36
6228	0	0	0	3	11	4
6229	0	0	1	3	7	4.05
6230	0	1	2	5	15	3.78
6231	0	1	3	3	4	3.14
6232	0	0	7	9	16	3.47
6233	1	2	7	8	2	2.58
6234	0	0	5	8	5	3.33
6235	0	0	2	15	66	4.11
6236	0	1	1	3	2	3.21
6237	0	0	0	10	13	3.7
6238	0	6	31	50	27	3.08
6239	0	0	6	22	22	3.55
6240	0	1	2	7	3	3.04
6241	1	0	3	4	5	3.19
6242	6	2	13	83	94	3.58
6243	0	3	8	15	9	3.07
6244	0	0	1	7	23	3.95
6245	1	0	2	12	3	3.11
6246	0	0	0	2	2	3.5
6247	0	0	1	3	12	4.03
6248	1	1	3	3	2	2.6
6249	5	6	7	7	4	2.26
6250	9	22	44	44	16	2.51
6251	3	2	6	7	2	2.38
6252	2	8	25	29	6	2.66
6254	0	1	5	9	29	3.9
6255	0	0	0	5	1	3.25
6256	0	1	1	0	2	3.12
6257	0	0	2	3	2	3.21
6258	0	0	1	3	2	3.42
6259	0	0	1	4	0	2.9
6260	0	2	3	8	2	2.87
6261	0	1	0	3	3	3.21
6262	0	0	0	2	1	3.83
6263	0	4	21	40	27	3.24
6264	6	15	47	46	19	2.68
6265	3	10	8	18	5	2.53
6266	1	7	19	25	10	2.84
6267	1	1	0	5	4	3.18
6268	2	0	1	11	21	3.73
6269	1	0	1	6	18	3.88
6270	0	2	3	20	36	3.84
6271	0	1	2	3	28	4.1
6272	0	0	0	4	1	3.6
6273	0	0	1	8	20	4.02
6274	0	1	0	0	0	1
6275	0	0	1	0	0	2.5
6276	0	0	0	1	3	3.88
6277	0	0	0	1	2	3.83
6278	0	0	1	1	1	3.17
6279	0	1	9	22	19	3.41
6280	1	3	21	24	4	2.75
6281	3	10	62	198	173	3.44
6282	0	1	0	0	0	1.5
6283	1	2	11	48	98	3.8
6284	1	0	0	1	2	3.12
6285	0	0	4	6	7	3.53
6286	0	1	8	39	77	3.84
6287	7	28	86	158	52	2.92
6288	0	1	3	14	16	3.59
6289	0	0	4	8	9	3.38
6290	10	15	15	18	20	2.6
6291	0	1	3	33	66	3.94
6292	0	0	0	1	0	3
6293	0	1	2	5	2	3.05
6294	2	14	37	63	20	2.85
6295	0	2	2	0	2	2.67
6296	3	2	11	77	117	3.72
6297	2	1	24	82	82	3.52
6298	3	6	13	8	1	2.26
6299	0	0	5	46	65	3.85
6300	0	0	0	8	15	3.91
6301	2	1	6	31	46	3.67
6302	0	0	3	0	0	2.33
6303	1	3	8	53	59	3.59
6304	0	1	2	8	2	3.12
6305	0	3	12	42	79	3.71
6306	1	0	0	6	9	3.62
6307	0	0	1	1	1	3
6308	0	4	10	21	6	2.9
6309	0	0	2	0	1	3
6310	0	0	2	1	0	2.67
6311	0	1	5	2	5	3.08
6312	0	0	2	5	3	3.3
6313	0	0	3	6	3	3.17
6314	0	1	3	6	5	3.23
6315	0	4	10	20	5	2.85
6316	2	6	13	14	9	2.7
6317	0	0	0	1	1	3.75
6318	0	1	4	4	1	2.85
6319	1	1	11	13	2	2.75
6320	0	5	9	9	0	2.3
6321	0	0	1	2	0	2.83
6322	0	2	8	45	41	3.57
6323	3	10	33	152	198	3.6
6324	0	2	3	4	1	2.65
6325	4	4	2	1	1	1.58
6326	0	2	3	8	2	2.9
6327	1	0	3	12	18	3.66
6328	0	0	0	1	2	3.83
6329	0	1	3	4	5	3.35
6330	0	1	5	10	1	3.03
6331	1	2	7	57	142	3.94
6332	5	7	11	13	3	2.27
6333	7	17	72	353	475	3.67
6334	0	0	2	5	3	3.5
6335	1	1	6	9	23	3.7
6336	0	1	0	2	2	3.2
6337	0	2	11	33	32	3.54
6338	5	10	16	28	8	2.57
6339	1	0	7	12	23	3.66
6340	0	0	0	1	0	3
6341	1	1	3	20	21	3.57
6342	1	1	2	1	4	3
6343	0	0	1	0	0	2.5
6344	0	0	5	24	22	3.53
6345	0	4	9	21	13	3.12
6346	0	2	3	7	0	2.67
6347	0	0	0	4	3	3.79
6348	5	1	1	4	0	1.64
6349	2	0	3	7	0	2.54
6350	3	1	7	53	162	3.99
6351	0	1	5	4	2	2.79
6352	2	2	3	3	0	1.85
6353	0	0	0	1	0	3
6355	0	0	1	3	3	3.43
6356	0	1	3	18	10	3.42
6357	0	1	3	13	22	3.71
6358	0	1	4	12	16	3.58
6365	29	74	200	413	330	3.17
6366	1	1	0	4	3	3.06
6367	3	3	26	72	51	3.33
6368	0	0	3	10	16	3.79
6369	1	0	0	2	2	3.1
6370	0	1	8	45	54	3.69
6371	13	1	3	1	2	1.3
6373	8	34	139	319	177	3.16
6374	4	3	13	16	14	2.93
6375	0	0	0	4	25	4.28
6376	0	0	0	3	3	3.92
6377	3	20	78	346	771	3.86
6378	2	17	68	286	278	3.52
6379	3	14	12	21	9	2.56
6380	0	2	8	33	89	3.94
6382	0	0	0	8	9	3.88
6383	27	38	59	70	19	2.34
6384	0	0	2	0	1	2.83
6385	3	2	24	80	155	3.76
6386	0	0	1	6	3	3.45
6387	0	0	3	11	15	3.6
6388	1	0	0	4	2	3.29
6390	0	0	0	2	5	3.93
6391	1	0	0	4	1	2.92
6392	0	0	4	9	7	3.48
6394	0	0	3	4	11	3.81
6395	0	0	3	4	3	3.2
6396	0	0	4	3	0	2.57
6397	0	0	0	0	1	4
6398	0	1	2	3	1	3
6400	0	0	1	4	9	4
6401	0	0	3	6	7	3.59
6403	0	0	0	3	5	3.94
6404	0	0	1	2	3	3.75
6405	0	0	4	12	16	3.69
6406	0	0	4	2	0	2.58
6407	0	0	1	4	2	3.5
6408	0	0	1	0	1	3.25
6409	0	1	0	4	4	3.5
6410	1	1	5	13	2	2.84
6411	0	0	1	3	0	3
6412	1	0	2	6	19	3.89
6413	1	1	4	12	4	3.02
6414	0	0	1	4	0	2.9
6415	0	0	0	0	1	4
6416	1	0	0	7	11	3.74
6417	0	0	2	5	0	2.93
6419	0	0	2	3	6	3.59
6421	1	0	2	0	2	2.8
6422	1	1	1	8	10	3.5
6423	1	0	11	7	2	2.74
6424	0	5	10	16	2	2.74
6425	0	2	8	1	0	2
6426	0	0	0	5	4	3.67
6427	0	0	1	4	5	3.65
6428	0	0	9	25	14	3.44
6429	1	0	1	5	14	3.79
6430	0	0	4	6	6	3.47
6431	1	0	1	1	1	2.5
6432	0	0	1	2	2	3.5
6433	0	0	0	9	23	4.09
